Domain Name,Record Name,Record Type,Record Value
www.whoisjaycho.com,_0cfd245c6dd440a922966a7a70159c00.www.whoisjaycho.com.,CNAME,_2d31dce79691022d61d8284ae08c5945.sxgfwvgjsz.acm-validations.aws.
